Year,State,Continuum of Care (CoC),HUD CoC Number,"2018 CoC Award Amount
($0 indicates that an application was not submitted)",AHAR Part 1 CoC Category,Total Non-DV Beds on 2018 HIC ES+TH,Total Non-DV HMIS Beds on 2018 HIC ES+TH,2018 Bed coverage Percent on HMIS for ES-TH Combined,ES-SH Avg (Days),ES-SH Median (Days),ES-SH-TH Avg (Days),ES-SH-TH Median (Days),Total Persons Exited (SO),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (ES),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (TH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (SH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total Persons Exited (SO+ES+TH+SH+PH),Total Persons Returns in 6 mths,Total Persons Returns in 12 mths (should include the 6-month cohort),Total Persons Returns in 24 mths (should include both the 6- and 12-month cohort),Percent Returns in 6 mths,Percent Returns in 12 mths (should include the 6-month cohort),Percent Returns in 24 mths (should include both the 6- and 12-month cohort),Total HMIS Count,Total Stayers (persons),Total Stayers increased earned income,Percent Stayers increased earned income,Total Stayers increased non-employment cash income,Percent Stayers increased non-employment cash income,Total Stayers increased total income,Percent Stayers increased total income,Total Leavers (persons),Total Leavers increased earned income,Percent Leavers increased earned income,Total Leavers increased non-employment cash income,Percent Leavers increased non-employment cash income,Total Leavers increased total income,Percent Leavers increased total income,ES-SH-TH 1st Time Homeless,ES-SH-TH-PH 1st Time Homeless,Total Persons Exiting Street Outreach (SO),Total Persons Exited SO to Temporary Destinations,Total Persons Exited SO to Permanent Destinations,Percent with Successful SO Outcome,"Total Persons Exiting ES, TH, SH, PH-RRH","Total Persons Exiting ES, TH, SH, PH-RRH to Permanent Housing","Percent with Successful  ES, TH, SH, PH-RRH Exit",Total Persons Exiting PH or Remaining in PH at end of reporting period (measure excludes PH-RRH),Total Persons Exited PH to permanent destinations or Remained in PH for 6+ mos (measure excludes PH-RRH),Percent with Successful PH Retention or Exit
2019,GU,Guam CoC,GU-500,1170412,Largely Rural CoC,94,89,0.946808511,63,51,68,54,0,0,0,0,NA,NA,NA,153,12,23,24,0.078431373,0.150326797,0.156862745,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,152,9,10,20,0.059210526,0.065789474,0.131578947,305,21,33,44,0.068852459,0.108196721,0.144262295,552,41,0,0,2,0.048780488,2,0.048780488,17,1,0.058823529,0,0,1,0.058823529,383,455,0,0,0,NA,597,227,0.380234506,90,88,0.977777778
2019,HI,Hawaii Balance of State CoC,HI-500,2667935,Largely Rural CoC,757,727,0.960369881,110,75,159,116,224,20,29,58,0.089285714,0.129464286,0.258928571,508,68,91,123,0.133858268,0.179133858,0.242125984,467,38,55,84,0.08137045,0.117773019,0.17987152,0,0,0,0,NA,NA,NA,298,13,30,52,0.043624161,0.100671141,0.174496644,1497,139,205,317,0.092852371,0.136940548,0.211756847,2071,105,0,0,28,0.266666667,28,0.266666667,356,85,0.238764045,92,0.258426966,146,0.41011236,940,1267,325,98,148,0.756923077,1609,972,0.604101927,256,231,0.90234375
2019,HI,Honolulu City and County CoC,HI-501,10249234,Largely Suburban CoC,2218,2174,0.980162308,140,79,202,116,251,20,44,57,0.079681275,0.175298805,0.227091633,923,91,133,194,0.098591549,0.144095341,0.210184182,1290,77,147,215,0.059689922,0.113953488,0.166666667,5,1,2,3,0.2,0.4,0.6,786,40,59,84,0.050890585,0.075063613,0.106870229,3255,229,385,553,0.070353303,0.11827957,0.169892473,5365,447,8,0.017897092,64,0.143176734,69,0.154362416,823,119,0.144592953,181,0.219927096,259,0.314702309,2697,3381,270,99,115,0.792592593,3888,2270,0.583847737,999,949,0.94994995
2019,IA,"Sioux City/Dakota, Woodbury Counties CoC",IA-500,747036,Other Largely Urban CoC,243,89,0.366255144,52,56,97,64,0,0,0,0,NA,NA,NA,7,0,0,1,0,0,0.142857143,153,0,1,10,0,0.006535948,0.065359477,0,0,0,0,NA,NA,NA,30,0,2,5,0,0.066666667,0.166666667,190,0,3,16,0,0.015789474,0.084210526,297,5,0,0,0,0,0,0,56,14,0.25,14,0.25,25,0.446428571,230,277,16,2,11,0.8125,284,225,0.792253521,9,9,1
2019,IA,Iowa Balance of State CoC,IA-501,5571658,Largely Rural CoC,1274,942,0.739403454,40,25,65,30,56,2,4,12,0.035714286,0.071428571,0.214285714,1372,131,221,330,0.09548105,0.161078717,0.240524781,634,37,68,103,0.058359621,0.107255521,0.162460568,0,0,0,0,NA,NA,NA,721,32,62,95,0.044382802,0.085991678,0.131761442,2783,202,355,540,0.072583543,0.127560187,0.194035214,5507,49,10,0.204081633,14,0.285714286,20,0.408163265,431,104,0.241299304,62,0.143851508,146,0.3387471,3938,4605,223,27,159,0.834080717,5240,2762,0.527099237,286,267,0.933566434
2019,IA,Des Moines/Polk County CoC,IA-502,3631979,Other Largely Urban CoC,586,586,1,48,26,65,32,11,2,2,3,0.181818182,0.181818182,0.272727273,711,102,160,236,0.143459916,0.225035162,0.331926864,125,12,21,28,0.096,0.168,0.224,0,0,0,0,NA,NA,NA,406,27,58,97,0.066502463,0.142857143,0.238916256,1253,143,241,364,0.114126097,0.192338388,0.290502793,3774,201,20,0.099502488,63,0.313432836,76,0.378109453,174,42,0.24137931,27,0.155172414,58,0.333333333,2386,2478,84,18,20,0.452380952,3090,861,0.278640777,644,621,0.964285714
2019,ID,Boise/Ada County CoC,ID-500,1146029,Other Largely Urban CoC,586,195,0.332764505,77,24,86,24,4,0,0,0,0,0,0,21,2,2,4,0.095238095,0.095238095,0.19047619,24,4,5,7,0.166666667,0.208333333,0.291666667,0,0,0,0,NA,NA,NA,224,5,13,17,0.022321429,0.058035714,0.075892857,273,11,20,28,0.04029304,0.073260073,0.102564103,1194,51,13,0.254901961,24,0.470588235,32,0.62745098,67,18,0.268656716,8,0.119402985,25,0.373134328,848,1068,34,1,0,0.029411765,954,181,0.189727463,376,368,0.978723404
2019,ID,Idaho Balance of State CoC,ID-501,3310283,Largely Rural CoC,561,254,0.452762923,61,39,64,40,8,0,0,0,0,0,0,566,64,92,114,0.113074205,0.16254417,0.201413428,207,7,12,23,0.033816425,0.057971014,0.111111111,0,0,0,0,NA,NA,NA,596,15,30,45,0.025167785,0.05033557,0.075503356,1377,86,134,182,0.062454611,0.097312999,0.132171387,1214,127,22,0.173228346,26,0.204724409,39,0.307086614,168,56,0.333333333,29,0.172619048,73,0.43452381,947,1489,87,6,29,0.402298851,1614,1188,0.73605948,454,419,0.922907489
2019,IL,McHenry County CoC,IL-500,964871,Largely Suburban CoC,157,157,1,124,83,139,95,0,0,0,0,NA,NA,NA,23,3,4,8,0.130434783,0.173913043,0.347826087,83,3,3,4,0.036144578,0.036144578,0.048192771,0,0,0,0,NA,NA,NA,30,0,0,0,0,0,0,136,6,7,12,0.044117647,0.051470588,0.088235294,361,17,1,0.058823529,2,0.117647059,3,0.176470588,80,36,0.45,13,0.1625,40,0.5,253,281,0,0,0,NA,255,173,0.678431373,27,25,0.925925926
2019,IL,"Rockford/DeKalb, Winnebago, Boone Counties CoC",IL-501,2200682,Largely Suburban CoC,332,272,0.819277108,43,19,64,22,102,13,22,31,0.12745098,0.215686275,0.303921569,212,7,17,28,0.033018868,0.080188679,0.132075472,70,7,13,16,0.1,0.185714286,0.228571429,0,0,0,0,NA,NA,NA,114,3,4,11,0.026315789,0.035087719,0.096491228,498,30,56,86,0.060240964,0.112449799,0.172690763,1907,190,12,0.063157895,67,0.352631579,72,0.378947368,61,10,0.163934426,22,0.360655738,30,0.491803279,1383,1458,79,19,22,0.518987342,1605,302,0.188161994,584,558,0.955479452
2019,IL,"Waukegan, North Chicago/Lake County CoC",IL-502,2593489,Largely Suburban CoC,106,106,1,38,15,76,26,25,3,4,5,0.12,0.16,0.2,277,41,56,85,0.14801444,0.202166065,0.306859206,117,8,16,26,0.068376068,0.136752137,0.222222222,0,0,0,0,NA,NA,NA,65,0,3,6,0,0.046153846,0.092307692,484,52,79,122,0.107438017,0.16322314,0.252066116,1013,112,6,0.053571429,35,0.3125,37,0.330357143,60,8,0.133333333,13,0.216666667,20,0.333333333,660,721,79,12,55,0.848101266,859,509,0.592549476,207,201,0.971014493
2019,IL,"Champaign, Urbana, Rantoul/Champaign County CoC",IL-503,723261,Other Largely Urban CoC,65,50,0.769230769,25,3,41,6,0,0,0,0,NA,NA,NA,68,4,6,6,0.058823529,0.088235294,0.088235294,78,1,1,4,0.012820513,0.012820513,0.051282051,0,0,0,0,NA,NA,NA,60,0,0,4,0,0,0.066666667,206,5,7,14,0.024271845,0.033980583,0.067961165,543,28,2,0.071428571,3,0.107142857,4,0.142857143,13,0,0,5,0.384615385,5,0.384615385,439,479,0,0,0,NA,536,137,0.255597015,76,73,0.960526316
2019,IL,Madison County CoC,IL-504,1869154,Largely Suburban CoC,65,65,1,50,33,50,33,0,0,0,0,NA,NA,NA,98,4,5,11,0.040816327,0.051020408,0.112244898,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,57,0,2,3,0,0.035087719,0.052631579,155,4,7,14,0.025806452,0.04516129,0.090322581,267,87,4,0.045977011,17,0.195402299,19,0.218390805,35,2,0.057142857,5,0.142857143,6,0.171428571,212,260,0,0,0,NA,303,229,0.755775578,106,99,0.933962264
2019,IL,"Joliet, Bolingbrook/Will County CoC",IL-506,4609607,Largely Suburban CoC,256,256,1,39,14,54,17,0,0,0,0,NA,NA,NA,143,18,28,39,0.125874126,0.195804196,0.272727273,32,2,4,5,0.0625,0.125,0.15625,1,0,1,1,0,1,1,65,7,14,16,0.107692308,0.215384615,0.246153846,241,27,47,61,0.112033195,0.195020747,0.253112033,1300,171,23,0.134502924,86,0.502923977,98,0.573099415,67,20,0.298507463,11,0.164179104,31,0.462686567,957,1023,0,0,0,NA,1080,244,0.225925926,289,283,0.979238754
2019,IL,"Peoria, Pekin/Fulton, Tazewell, Peoria, Woodford Counties CoC",IL-507,1829851,Largely Suburban CoC,460,307,0.667391304,59,25,59,25,66,9,11,15,0.136363636,0.166666667,0.227272727,370,47,70,92,0.127027027,0.189189189,0.248648649,62,3,6,12,0.048387097,0.096774194,0.193548387,2,0,0,0,0,0,0,155,9,17,26,0.058064516,0.109677419,0.167741935,655,68,104,145,0.103816794,0.158778626,0.221374046,1580,97,13,0.134020619,26,0.268041237,38,0.391752577,84,11,0.130952381,15,0.178571429,26,0.30952381,1026,1098,56,13,30,0.767857143,1396,527,0.377507163,312,309,0.990384615
2019,IL,"East St. Louis, Belleville/St. Clair County CoC",IL-508,3662079,Largely Suburban CoC,172,147,0.854651163,38,7,97,4,0,0,0,0,NA,NA,NA,36,2,3,4,0.055555556,0.083333333,0.111111111,78,4,17,21,0.051282051,0.217948718,0.269230769,0,0,0,0,NA,NA,NA,120,5,6,14,0.041666667,0.05,0.116666667,234,11,26,39,0.047008547,0.111111111,0.166666667,663,157,11,0.070063694,32,0.203821656,37,0.23566879,96,16,0.166666667,19,0.197916667,30,0.3125,519,839,0,0,0,NA,436,290,0.665137615,232,227,0.978448276
2019,IL,Chicago CoC,IL-510,76142315,Major City CoC,4787,4615,0.964069355,157,62,174,77,242,15,24,42,0.061983471,0.099173554,0.173553719,2029,373,484,650,0.183834401,0.238541153,0.320354855,1010,132,193,283,0.130693069,0.191089109,0.28019802,4,0,0,1,0,0,0.25,1527,118,195,268,0.077275704,0.127701375,0.175507531,4812,638,896,1244,0.132585204,0.186201164,0.258520366,17054,3729,259,0.069455618,1085,0.290962725,1232,0.330383481,1490,186,0.124832215,352,0.236241611,508,0.340939597,10171,11257,1641,702,292,0.605728215,12811,2894,0.225899618,6714,6523,0.971551981
2019,IL,Cook County CoC,IL-511,13403353,Largely Suburban CoC,295,295,1,59,20,97,30,41,10,10,14,0.243902439,0.243902439,0.341463415,316,61,81,96,0.193037975,0.256329114,0.303797468,210,11,15,19,0.052380952,0.071428571,0.09047619,19,1,4,5,0.052631579,0.210526316,0.263157895,490,16,24,40,0.032653061,0.048979592,0.081632653,1076,99,134,174,0.092007435,0.124535316,0.161710037,2358,412,67,0.162621359,139,0.337378641,177,0.42961165,244,64,0.262295082,47,0.192622951,101,0.413934426,1410,1867,457,89,170,0.566739606,1757,592,0.336937962,1424,1364,0.957865169
2019,IL,Bloomington/Central Illinois CoC,IL-512,1000335,Largely Rural CoC,335,250,0.746268657,78,40,100,48,40,3,6,8,0.075,0.15,0.2,310,24,41,62,0.077419355,0.132258065,0.2,44,5,5,9,0.113636364,0.113636364,0.204545455,24,0,0,0,0,0,0,40,0,0,5,0,0,0.125,458,32,52,84,0.069868996,0.113537118,0.183406114,1014,29,3,0.103448276,1,0.034482759,3,0.103448276,19,7,0.368421053,3,0.157894737,8,0.421052632,726,790,266,108,134,0.909774436,778,309,0.397172237,72,70,0.972222222
2019,IL,Springfield/Sangamon County CoC,IL-513,402128,Other Largely Urban CoC,262,259,0.988549618,36,10,72,24,10,2,2,2,0.2,0.2,0.2,158,47,54,62,0.297468354,0.341772152,0.392405063,146,14,16,24,0.095890411,0.109589041,0.164383562,0,0,0,0,NA,NA,NA,39,1,4,7,0.025641026,0.102564103,0.179487179,353,64,76,95,0.181303116,0.21529745,0.269121813,1193,25,5,0.2,6,0.24,9,0.36,28,7,0.25,2,0.071428571,9,0.321428571,753,761,84,57,6,0.75,997,270,0.270812437,89,84,0.943820225
2019,IL,DuPage County CoC,IL-514,5136314,Largely Suburban CoC,278,278,1,49,15,99,25,5,0,0,1,0,0,0.2,202,26,40,54,0.128712871,0.198019802,0.267326733,67,2,4,12,0.029850746,0.059701493,0.179104478,0,0,0,0,NA,NA,NA,159,7,8,17,0.044025157,0.050314465,0.106918239,433,35,52,84,0.080831409,0.120092379,0.193995381,1321,197,30,0.152284264,76,0.385786802,89,0.45177665,54,17,0.314814815,28,0.518518519,39,0.722222222,780,846,37,12,3,0.405405405,1012,309,0.305335968,381,361,0.947506562
2019,IL,South Central Illinois CoC,IL-515,1061142,Largely Rural CoC,34,34,1,26,14,26,15,0,0,0,0,NA,NA,NA,40,3,10,11,0.075,0.25,0.275,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,100,0,0,4,0,0,0.04,140,3,10,15,0.021428571,0.071428571,0.107142857,442,7,2,0.285714286,1,0.142857143,3,0.428571429,51,17,0.333333333,4,0.078431373,19,0.37254902,382,553,0,0,0,NA,631,361,0.572107765,48,48,1
2019,IL,Decatur/Macon County CoC,IL-516,869146,Other Largely Urban CoC,111,108,0.972972973,122,37,293,210,0,0,0,0,NA,NA,NA,1,0,0,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,9,0,0,2,0,0,0.222222222,21,0,0,3,0,0,0.142857143,68,20,1,0.05,1,0.05,2,0.1,13,1,0.076923077,0,0,1,0.076923077,5,7,428,64,21,0.198598131,67,55,0.820895522,64,64,1
2019,IL,"Aurora, Elgin/Kane County CoC",IL-517,1909460,Largely Suburban CoC,293,293,1,104,35,112,36,0,0,0,0,NA,NA,NA,237,44,60,68,0.185654008,0.253164557,0.286919831,52,4,5,9,0.076923077,0.096153846,0.173076923,0,0,0,0,NA,NA,NA,46,7,8,10,0.152173913,0.173913043,0.217391304,335,55,73,87,0.164179104,0.217910448,0.259701493,1879,34,5,0.147058824,14,0.411764706,17,0.5,23,4,0.173913043,7,0.304347826,11,0.47826087,1178,1186,0,0,0,NA,1530,294,0.192156863,112,112,1
2019,IL,"Rock Island, Moline/Northwestern Illinois CoC",IL-518,776138,Largely Rural CoC,221,138,0.624434389,71,39,89,47,14,1,1,1,0.071428571,0.071428571,0.071428571,74,8,10,13,0.108108108,0.135135135,0.175675676,26,0,0,0,0,0,0,132,1,3,5,0.007575758,0.022727273,0.037878788,246,10,14,19,0.040650407,0.056910569,0.077235772,492,20,28,38,0.040650407,0.056910569,0.077235772,471,15,2,0.133333333,1,0.066666667,2,0.133333333,38,2,0.052631579,4,0.105263158,6,0.157894737,370,757,64,3,53,0.875,720,389,0.540277778,42,35,0.833333333
2019,IL,West Central Illinois CoC,IL-519,645899,Largely Rural CoC,56,56,1,28,18,43,21,0,0,0,0,NA,NA,NA,137,11,19,26,0.080291971,0.138686131,0.189781022,33,0,2,2,0,0.060606061,0.060606061,61,1,3,4,0.016393443,0.049180328,0.06557377,231,12,24,32,0.051948052,0.103896104,0.138528139,462,24,48,64,0.051948052,0.103896104,0.138528139,468,15,6,0.4,1,0.066666667,6,0.4,13,5,0.384615385,2,0.153846154,6,0.461538462,365,398,0,0,0,NA,439,201,0.45785877,85,78,0.917647059
2019,IL,Southern Illinois CoC,IL-520,1133472,Largely Rural CoC,256,224,0.875,35,17,67,22,0,0,0,0,NA,NA,NA,151,17,22,36,0.112582781,0.145695364,0.238410596,46,1,1,3,0.02173913,0.02173913,0.065217391,0,0,0,0,NA,NA,NA,25,0,0,3,0,0,0.12,222,18,23,42,0.081081081,0.103603604,0.189189189,703,30,5,0.166666667,3,0.1,7,0.233333333,84,20,0.238095238,15,0.178571429,28,0.333333333,538,568,0,0,0,NA,608,213,0.350328947,83,78,0.939759036
2019,IN,Indiana Balance of State CoC,IN-502,18346413,Largely Rural CoC,3266,1938,0.593386405,67,36,85,41,416,37,63,87,0.088942308,0.151442308,0.209134615,2007,165,252,386,0.082212257,0.125560538,0.192326856,438,16,33,64,0.03652968,0.075342466,0.146118721,26,1,5,6,0.038461538,0.192307692,0.230769231,1480,50,108,168,0.033783784,0.072972973,0.113513514,4367,269,461,711,0.061598351,0.105564461,0.162811999,7803,1175,85,0.072340426,392,0.333617021,457,0.38893617,733,98,0.133697135,121,0.165075034,208,0.283765348,5527,6697,1840,236,328,0.306521739,7183,2777,0.386607267,2163,2031,0.938973648
2019,IN,Indianapolis CoC,IN-503,7066690,Major City CoC,1228,1133,0.922638436,45,16,59,21,75,13,18,21,0.173333333,0.24,0.28,793,103,136,187,0.129886507,0.171500631,0.235813367,335,27,52,84,0.080597015,0.155223881,0.250746269,5,1,2,2,0.2,0.4,0.4,527,37,68,103,0.070208729,0.129032258,0.19544592,1735,181,276,397,0.104322767,0.15907781,0.228818444,8170,401,30,0.074812968,109,0.271820449,132,0.329177057,150,33,0.22,38,0.253333333,69,0.46,5322,5892,515,3,70,0.141747573,7458,1435,0.192410834,977,935,0.957011259
2019,KS,Wichita/Sedgwick County CoC,KS-502,2694231,Other Largely Urban CoC,432,395,0.914351852,46,20,61,25,17,1,3,4,0.058823529,0.176470588,0.235294118,582,56,88,145,0.096219931,0.151202749,0.249140893,17,1,2,2,0.058823529,0.117647059,0.117647059,10,1,1,3,0.1,0.1,0.3,213,13,22,43,0.061032864,0.103286385,0.201877934,839,72,116,197,0.085816448,0.138259833,0.234803337,2895,121,7,0.05785124,26,0.214876033,32,0.26446281,524,55,0.104961832,42,0.080152672,91,0.173664122,1895,2086,187,70,44,0.609625668,2468,802,0.324959481,504,455,0.902777778
2019,KS,Topeka/Shawnee County CoC,KS-503,1754485,Other Largely Urban CoC,373,0,0,0,0,0,0,51,1,1,5,0.019607843,0.019607843,0.098039216,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,108,2,9,15,0.018518519,0.083333333,0.138888889,160,3,10,20,0.01875,0.0625,0.125,0,212,2,0.009433962,21,0.099056604,23,0.108490566,100,4,0.04,20,0.2,24,0.24,0,235,94,15,50,0.691489362,49,21,0.428571429,572,551,0.963286713
2019,KS,"Overland Park, Shawnee/Johnson County CoC",KS-505,727890,Largely Suburban CoC,79,79,1,100,80,135,112,3,0,0,0,0,0,0,56,1,1,6,0.017857143,0.017857143,0.107142857,14,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,140,0,5,5,0,0.035714286,0.035714286,213,1,6,11,0.004694836,0.028169014,0.051643192,181,19,3,0.157894737,8,0.421052632,10,0.526315789,38,18,0.473684211,11,0.289473684,21,0.552631579,119,186,78,34,29,0.807692308,161,122,0.757763975,28,25,0.892857143
2019,KS,Kansas Balance of State CoC,KS-507,2592210,Largely Rural CoC,1044,410,0.392720307,173,15,186,18,149,25,32,39,0.167785235,0.214765101,0.261744966,864,168,207,246,0.194444444,0.239583333,0.284722222,70,6,8,10,0.085714286,0.114285714,0.142857143,0,0,0,0,NA,NA,NA,1050,43,80,99,0.040952381,0.076190476,0.094285714,2133,242,327,394,0.113455227,0.153305204,0.184716362,1232,591,13,0.021996616,33,0.055837563,41,0.069373942,1783,346,0.194054964,81,0.045429052,394,0.220975883,904,1012,69,26,23,0.710144928,1422,636,0.447257384,199,176,0.884422111
2019,KY,Kentucky Balance of State CoC,KY-500,11334495,Largely Rural CoC,1332,636,0.477477477,46,25,65,33,24,0,0,1,0,0,0.041666667,984,90,146,200,0.091463415,0.148373984,0.203252033,257,5,10,26,0.019455253,0.038910506,0.101167315,0,0,0,0,NA,NA,NA,1049,45,65,89,0.042897998,0.061963775,0.084842707,2314,140,221,316,0.060501296,0.095505618,0.136560069,3211,427,50,0.117096019,106,0.24824356,148,0.346604215,383,72,0.187989556,52,0.135770235,119,0.310704961,2406,3135,49,17,22,0.795918367,3345,1775,0.53064275,780,748,0.958974359
2019,KY,Louisville-Jefferson County CoC,KY-501,11049588,Major City CoC,670,634,0.946268657,57,16,73,20,58,10,17,26,0.172413793,0.293103448,0.448275862,499,103,131,167,0.206412826,0.26252505,0.334669339,261,39,53,68,0.149425287,0.203065134,0.260536398,0,0,0,0,NA,NA,NA,399,16,27,55,0.040100251,0.067669173,0.137844612,1217,168,228,316,0.138044371,0.187345933,0.259654889,5914,698,51,0.073065903,215,0.308022923,247,0.353868195,273,38,0.139194139,75,0.274725275,108,0.395604396,4170,4359,803,276,85,0.449564134,4478,762,0.170165252,1556,1511,0.971079692
2019,KY,Lexington-Fayette County CoC,KY-502,2069653,Other Largely Urban CoC,471,323,0.685774947,48,10,53,12,30,0,1,3,0,0.033333333,0.1,518,80,134,180,0.154440154,0.258687259,0.347490347,46,2,7,11,0.043478261,0.152173913,0.239130435,0,0,0,0,NA,NA,NA,125,4,6,13,0.032,0.048,0.104,719,86,148,207,0.11961057,0.205841446,0.287899861,3452,104,6,0.057692308,27,0.259615385,29,0.278846154,59,3,0.050847458,17,0.288135593,19,0.322033898,2332,2410,309,40,60,0.323624595,3207,671,0.20922981,354,343,0.968926554
2019,LA,Lafayette/Acadiana CoC,LA-500,2847843,Largely Rural CoC,192,192,1,69,30,67,29,41,2,11,15,0.048780488,0.268292683,0.365853659,158,24,38,51,0.151898734,0.240506329,0.32278481,213,10,29,51,0.046948357,0.136150235,0.23943662,0,0,0,0,NA,NA,NA,145,7,9,15,0.048275862,0.062068966,0.103448276,557,43,87,132,0.077199282,0.156193896,0.236983842,959,135,15,0.111111111,63,0.466666667,69,0.511111111,176,19,0.107954545,22,0.125,39,0.221590909,641,715,168,42,36,0.464285714,665,525,0.789473684,155,153,0.987096774
2019,LA,"Shreveport, Bossier/Northwest Louisiana CoC",LA-502,4010656,Other Largely Urban CoC,311,311,1,57,21,69,25,81,3,6,9,0.037037037,0.074074074,0.111111111,220,9,14,31,0.040909091,0.063636364,0.140909091,34,5,8,9,0.147058824,0.235294118,0.264705882,23,2,2,4,0.086956522,0.086956522,0.173913043,89,8,9,16,0.08988764,0.101123596,0.179775281,447,27,39,69,0.060402685,0.087248322,0.154362416,1376,137,8,0.058394161,36,0.262773723,42,0.306569343,78,4,0.051282051,18,0.230769231,22,0.282051282,973,1088,131,1,35,0.27480916,1208,433,0.358443709,237,219,0.924050633
2019,LA,New Orleans/Jefferson Parish CoC,LA-503,22728831,Major City CoC,1016,832,0.818897638,49,19,56,22,498,18,29,48,0.036144578,0.058232932,0.096385542,230,11,14,25,0.047826087,0.060869565,0.108695652,124,2,5,23,0.016129032,0.040322581,0.185483871,32,0,0,1,0,0,0.03125,552,9,23,33,0.016304348,0.041666667,0.059782609,1436,40,71,130,0.027855153,0.049442897,0.090529248,4936,1887,162,0.085850556,624,0.330683625,703,0.37254902,496,89,0.179435484,170,0.342741935,238,0.47983871,3190,3707,375,56,300,0.949333333,2555,1969,0.770645793,3243,3178,0.97995683
2019,LA,Monroe/Northeast Louisiana CoC,LA-505,1847632,Largely Rural CoC,92,82,0.891304348,36,10,53,16,27,1,3,8,0.037037037,0.111111111,0.296296296,16,2,3,3,0.125,0.1875,0.1875,9,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,96,1,2,3,0.010416667,0.020833333,0.03125,148,4,8,14,0.027027027,0.054054054,0.094594595,357,29,9,0.310344828,19,0.655172414,21,0.724137931,70,8,0.114285714,15,0.214285714,22,0.314285714,324,466,172,65,91,0.906976744,218,168,0.770642202,65,59,0.907692308
2019,LA,Slidell/Southeast Louisiana CoC,LA-506,2647157,Largely Suburban CoC,163,155,0.950920245,104,88,175,109,45,5,6,6,0.111111111,0.133333333,0.133333333,41,1,3,3,0.024390244,0.073170732,0.073170732,9,0,1,1,0,0.111111111,0.111111111,0,0,0,0,NA,NA,NA,81,0,0,10,0,0,0.12345679,176,6,10,20,0.034090909,0.056818182,0.113636364,268,163,6,0.036809816,109,0.668711656,111,0.680981595,71,19,0.267605634,20,0.281690141,37,0.521126761,180,346,29,0,21,0.724137931,454,298,0.656387665,270,258,0.955555556
2019,LA,Alexandria/Central Louisiana CoC,LA-507,732556,Largely Rural CoC,96,64,0.666666667,39,21,82,49,95,2,5,10,0.021052632,0.052631579,0.105263158,56,3,3,5,0.053571429,0.053571429,0.089285714,79,1,3,3,0.012658228,0.037974684,0.037974684,0,0,0,0,NA,NA,NA,122,21,24,34,0.172131148,0.196721311,0.278688525,352,27,35,52,0.076704545,0.099431818,0.147727273,263,27,3,0.111111111,6,0.222222222,9,0.333333333,90,13,0.144444444,6,0.066666667,19,0.211111111,213,330,188,11,66,0.409574468,311,264,0.848874598,51,48,0.941176471
2019,LA,Louisiana Balance of State CoC,LA-509,20125458,Largely Suburban CoC,463,394,0.850971922,43,15,63,26,10,4,5,6,0.4,0.5,0.6,74,10,21,32,0.135135135,0.283783784,0.432432432,13,2,2,4,0.153846154,0.153846154,0.307692308,0,0,0,0,NA,NA,NA,38,2,6,14,0.052631579,0.157894737,0.368421053,135,18,34,56,0.133333333,0.251851852,0.414814815,1673,228,32,0.140350877,71,0.311403509,82,0.359649123,73,6,0.082191781,11,0.150684932,16,0.219178082,1296,1740,43,17,16,0.76744186,1980,980,0.494949495,354,344,0.971751412
